"Gender","Ethnicity","EEO4.Description","EEOP.Job.Group.Description","Department","EEO.Function","Age","Employment.Status"
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,2,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,7,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,2,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,2,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,7,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,2,"Service Maintenance","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,2,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,0,"Skilled Craft Workers","Skilled Craft","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,2,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Paraprofessionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Paraprofessionals","Skilled Craft","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Paraprofessionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,2,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,7,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,7,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,5,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,5,"Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,5,"Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Technicians","Skilled Craft","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,0,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,0,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,7,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,7,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,0,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,0,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,3,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,7,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,5,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,3,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,0,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,5,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,5,"Professionals","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,3,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,1,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
0,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
0,6,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,4,1
1,0,"Officials and Administrators","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Officials and Administrators","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Officials and Administrators","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,4,"Officials and Administrators","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Officials and Administrators","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,0,"Officials and Administrators","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,4,0
1,6,"Professionals","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT",5,4,0
1,6,"Professionals","Professionals","AGRICULTURE & ENVIRON MGMT",5,4,0
0,0,"Officials and Administrators","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT",5,4,0
1,4,"Administrative Support","Technicians","ASSESSOR",7,4,0
1,5,"Administrative Support","Administrative Support","ASSESSOR",7,4,0
1,7,"Administrative Support","Administrative Support","ASSESSOR",7,4,0
1,5,"Administrative Support","Administrative Support","ASSESSOR",7,4,0
1,7,"Administrative Support","Administrative Support","ASSESSOR",7,4,0
0,4,"Professionals","Officials and Adminstrators","ASSESSOR",7,4,0
0,7,"Professionals","Professionals","ASSESSOR",7,4,0
1,4,"Officials and Administrators","Professionals","ASSESSOR",7,4,0
0,0,"Officials and Administrators","Officials and Adminstrators","ASSESSOR",7,4,0
1,4,"Officials and Administrators","Professionals","ASSESSOR",7,4,0
1,0,"Officials and Administrators","Officials and Adminstrators","ASSESSOR",7,4,0
1,5,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,4,0
1,5,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,4,0
1,4,"Service Maintenance","Service Maintenance","BEHAVIORAL HEALTH SERVICES",8,4,0
1,0,"Paraprofessionals","Service Maintenance","BEHAVIORAL HEALTH SERVICES",8,4,0
0,1,"Paraprofessionals","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,4,0
1,7,"Paraprofessionals","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,4,0
0,5,"Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES",8,4,0
1,0,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,0
1,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,0
0,0,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,1
1,4,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,0
0,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,0
1,0,"Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES",8,4,0
1,4,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,0
1,0,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,0
1,0,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,0
1,0,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,4,1
1,0,"Officials and Administrators","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES",8,4,0
1,7,"Administrative Support","Administrative Support","CLERK OF THE BOARD",7,4,0
0,4,"Administrative Support","Administrative Support","COMMUNICATIONS",9,4,0
1,0,"Administrative Support","Administrative Support","COMMUNICATIONS",9,4,0
0,4,"Technicians","Technicians","COMMUNICATIONS",9,4,0
0,0,"Professionals","Officials and Adminstrators","COMMUNICATIONS",9,4,0
0,0,"Professionals","Officials and Adminstrators","COMMUNICATIONS",9,4,0
1,0,"Professionals","Professionals","COMMUNITY HEALTH SERVICES",8,4,0
0,4,"Officials and Administrators","Officials and Adminstrators","CONTROLLER TREASURER",7,4,0
1,0,"Paraprofessionals","Administrative Support","COUNTY COUNSEL",7,4,0
1,7,"Paraprofessionals","Administrative Support","COUNTY COUNSEL",7,4,0
1,7,"Professionals","Professionals","COUNTY COUNSEL",7,4,1
1,5,"Professionals","Officials and Adminstrators","COUNTY EXECUTIVE",7,4,0
1,2,"Professionals","Professionals","COUNTY EXECUTIVE",7,4,0
1,0,"Officials and Administrators","Officials and Adminstrators","COUNTY EXECUTIVE",7,4,0
1,4,"Administrative Support","Administrative Support","COUNTY LIBRARY",11,4,1
0,7,"Service Maintenance","Administrative Support","COUNTY LIBRARY",11,4,1
1,4,"Paraprofessionals","Administrative Support","COUNTY LIBRARY",11,4,0
1,0,"Professionals","Professionals","COUNTY LIBRARY",11,4,0
0,6,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,4,0
1,5,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,4,0
0,0,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,4,0
0,0,"Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION",5,4,0
1,0,"Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION",5,4,0
0,0,"Professionals","Officials and Adminstrators","PARKS & RECREATION",5,4,0
0,2,"Professionals","Officials and Adminstrators","COUNTY CLERK-RECORDER",11,4,0
0,5,"Professionals","Officials and Adminstrators","COUNTY CLERK-RECORDER",11,4,0
1,4,"Officials and Administrators","Officials and Adminstrators","COUNTY CLERK-RECORDER",11,4,0
0,5,"Service Maintenance","Service Maintenance","CUSTODY HEALTH SERVICES",8,4,0
1,0,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,4,0
1,2,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,4,1
1,0,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,4,0
1,4,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,4,0
1,0,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,4,0
1,2,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,4,1
1,4,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,4,0
1,0,"Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION",4,4,0
1,0,"Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION",4,4,0
1,4,"Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION",4,4,0
1,5,"Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION",4,4,0
0,0,"Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION",4,4,0
1,4,"Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION",4,4,0
1,5,"Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION",4,4,0
1,0,"Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION",4,4,0
1,4,"Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION",4,4,0
0,2,"Service Maintenance","Administrative Support","DEPARTMENT OF CORRECTION",4,4,0
1,0,"Paraprofessionals","Administrative Support","DEPARTMENT OF CORRECTION",4,4,0
1,0,"Professionals","Professionals","DEPARTMENT OF CORRECTION",4,4,0
0,4,"Professionals","Professionals","DEPARTMENT OF CORRECTION",4,4,0
1,5,"Professionals","Officials and Adminstrators","DEPARTMENT OF CORRECTION",4,4,0
1,2,"Professionals","Protective Services - Sworn","DEPARTMENT OF CORRECTION",4,4,0
1,0,"Professionals","Professionals","DEPARTMENT OF CORRECTION",4,4,0
1,4,"Professionals","Professionals","VALLEY HEALTH PLAN",8,4,0
1,5,"Administrative Support","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,4,0
1,4,"Administrative Support","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,4,0
1,0,"Paraprofessionals","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,4,0
0,0,"Paraprofessionals","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,4,0
1,0,"Professionals","Professionals","DEPT OF CHILD SUPPORT SERVICES",11,4,0
1,0,"Professionals","Professionals","DEPT OF CHILD SUPPORT SERVICES",11,4,0
1,0,"Professionals","Professionals","DEPT OF CHILD SUPPORT SERVICES",11,4,0
1,4,"Officials and Administrators","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH",5,4,0
0,0,"Service Maintenance","Service Maintenance","DEPT OF PLANNING & DEVELOPMT",1,4,0
0,0,"Professionals","Professionals","DEPT OF PLANNING & DEVELOPMT",1,4,0
1,4,"Professionals","Professionals","DEPT OF PLANNING & DEVELOPMT",1,4,0
0,0,"Officials and Administrators","Officials and Adminstrators","DEPT OF PLANNING & DEVELOPMT",1,4,0
1,5,"Officials and Administrators","Officials and Adminstrators","DEPT OF PLANNING & DEVELOPMT",1,4,0
1,5,"Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS",7,4,0
1,5,"Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS",7,4,0
1,7,"Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS",7,4,0
1,7,"Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS",7,4,0
1,7,"Paraprofessionals","Administrative Support","DEPT OF TAX AND COLLECTIONS",7,4,0
1,0,"Professionals","Professionals","DEPT OF TAX AND COLLECTIONS",7,4,0
1,5,"Administrative Support","Administrative Support","DISTRICT ATTORNEY",7,4,0
1,5,"Administrative Support","Administrative Support","DISTRICT ATTORNEY",7,4,0
1,5,"Administrative Support","Administrative Support","DISTRICT ATTORNEY",7,4,0
0,5,"Service Maintenance","Service Maintenance","DISTRICT ATTORNEY",7,4,0
0,7,"Protective Service Workers","Protective Services - Sworn","DISTRICT ATTORNEY",7,4,0
0,2,"Protective Service Workers","Protective Services - Sworn","DISTRICT ATTORNEY",7,4,0
0,4,"Technicians","Technicians","DISTRICT ATTORNEY",7,4,0
0,0,"Professionals","Professionals","DISTRICT ATTORNEY",7,4,0
0,4,"Professionals","Professionals","DISTRICT ATTORNEY",7,4,0
0,0,"Officials and Administrators","Officials and Adminstrators","DISTRICT ATTORNEY",7,4,0
0,7,"Officials and Administrators","Officials and Adminstrators","DISTRICT ATTORNEY",7,4,0
1,5,"Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY",7,4,0
1,4,"Professionals","Professionals","EMPLOYEE SERVICES AGENCY",7,4,0
1,4,"Officials and Administrators","Officials and Adminstrators","EMPLOYEE SERVICES AGENCY",7,4,0
0,7,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,4,0
1,5,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,4,0
0,5,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,4,0
0,0,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,4,0
0,7,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,4,0
1,7,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,4,0
0,0,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,4,0
0,7,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,4,0
0,6,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,4,0
0,4,"Professionals","Professionals","FACILITIES AND FLEET",7,4,0
1,4,"Professionals","Professionals","FACILITIES AND FLEET",7,4,0
