Gender,Ethnicity,EEO4 Description,EEOP Job Group Description,Department  ,EEO Function,Age,Employment Status
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,White,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Male,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Unclassified Extra Help
Male,Two or More Races,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified  Permanent
Female,Black/African American,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Classified Probationary
Female,White,Officials and Administrators,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,60 - 69,Executive Management
Female,White,Professionals,Professionals,VALLEY HEALTH PLAN,Health,60 - 69,Classified  Permanent
Male,White,Officials and Administrators,Officials and Adminstrators,VALLEY HEALTH PLAN,Health,60 - 69,Executive Management
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Black/African American,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Black/African American,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Black/African American,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Black/African American,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified Probationary
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified Probationary
Male,Asian,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Not Applicable,Service Maintenance,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,White,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,White,Skilled Craft Workers,Skilled Craft,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Paraprofessionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Black/African American,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Black/African American,Paraprofessionals,Skilled Craft,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Two or More Races,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Not Applicable,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Not Applicable,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Black/African American,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Black/African American,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified Probationary
Male,Black/African American,Protective Service Workers,Protective Services-Non Sworn,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Technicians,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Technicians,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Not Applicable,Technicians,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Black/African American,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified  Benefits
Female,White,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Black/African American,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified  Benefits
Male,White,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Black/African American,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified  Benefits
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified  Benefits
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,Black/African American,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified  Benefits
Male,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified Probationary
Female,Two or More Races,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified Extra Help
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Unclassified  Benefits
Female,White,Officials and Administrators,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,60 - 69,Classified  Permanent
Male,White,Service Maintenance,Service Maintenance,VECTOR CONTROL DISTRICT,Natural Resources,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,ASSESSOR,Financial Administration,60 - 69,Classified  Permanent
Female,Black/African American,Professionals,Administrative Support,ASSESSOR,Financial Administration,60 - 69,Classified  Permanent
Female,Asian,Officials and Administrators,Officials and Adminstrators,ASSESSOR,Financial Administration,60 - 69,Classified  Permanent
Female,American Indian/Alaska Native,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified Probationary
Female,White,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,White,Professionals,Officials and Adminstrators,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified Probationary
Female,Asian,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Black/African American,Professionals,Officials and Adminstrators,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Classified Probationary
Female,Two or More Races,Professionals,Professionals,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Unclassified Extra Help
Female,Asian,Professionals,Officials and Adminstrators,BEHAVIORAL HEALTH SERVICES,Health,60 - 69,Unclassified  Benefits
Female,Hispanic/Latino,Administrative Support,Administrative Support,COMMUNITY HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,COMMUNITY HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,White,Technicians,Technicians,COMMUNITY HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,COMMUNITY HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,CONTROLLER TREASURER,Financial Administration,60 - 69,Classified Probationary
Female,White,Officials and Administrators,Officials and Adminstrators,CONTROLLER TREASURER,Financial Administration,60 - 69,Executive Management
Female,Black/African American,Professionals,Professionals,COUNTY COUNSEL,Financial Administration,60 - 69,Classified  Permanent
Male,White,Professionals,Officials and Adminstrators,COUNTY COUNSEL,Financial Administration,60 - 69,Classified  Permanent
Male,White,Officials and Administrators,Officials and Adminstrators,COUNTY COUNSEL,Financial Administration,60 - 69,Executive Management
Male,Not Applicable,Professionals,Professionals,COUNTY EXECUTIVE,Financial Administration,60 - 69,Classified  Permanent
Female,Black/African American,Professionals,Professionals,COUNTY EXECUTIVE,Financial Administration,60 - 69,Classified Provisional
Female,White,Officials and Administrators,Officials and Adminstrators,COUNTY EXECUTIVE,Financial Administration,60 - 69,Classified  Permanent
Female,Not Applicable,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Male,Black/African American,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Unclassified Extra Help
Female,Asian,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Unclassified Extra Help
Female,White,Administrative Support,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,White,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,White,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,Asian,Paraprofessionals,Administrative Support,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,COUNTY LIBRARY,Other,60 - 69,Unclassified Extra Help
Male,White,Professionals,Professionals,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,COUNTY LIBRARY,Other,60 - 69,Classified  Permanent
Female,White,Administrative Support,Administrative Support,PARKS & RECREATION,Natural Resources,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,60 - 69,Classified  Permanent
Male,White,Service Maintenance,Service Maintenance,PARKS & RECREATION,Natural Resources,60 - 69,Classified  Permanent
Male,White,Protective Service Workers,Protective Services - Sworn,PARKS & RECREATION,Natural Resources,60 - 69,Classified  Permanent
Male,White,Officials and Administrators,Officials and Adminstrators,PARKS & RECREATION,Natural Resources,60 - 69,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,COUNTY CLERK-RECORDER,Other,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,CUSTODY HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,60 - 69,Classified  Permanent
Female,Black/African American,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,60 - 69,Unclassified Extra Help
Male,Asian,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,60 - 69,Unclassified Extra Help
Female,White,Professionals,Professionals,CUSTODY HEALTH SERVICES,Health,60 - 69,Unclassified Extra Help
Male,White,Administrative Support,Administrative Support,DEPARTMENT OF CORRECTION,Corrections,60 - 69,Unclassified Extra Help
Female,Asian,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,60 - 69,Classified  Permanent
Female,Asian,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,60 - 69,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,60 - 69,Classified  Permanent
Female,Asian,Service Maintenance,Service Maintenance,DEPARTMENT OF CORRECTION,Corrections,60 - 69,Classified  Permanent
Female,White,Professionals,Officials and Adminstrators,DEPARTMENT OF CORRECTION,Corrections,60 - 69,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,DEPT OF CHILD SUPPORT SERVICES,Other,60 - 69,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Administrative Support,DEPT OF CHILD SUPPORT SERVICES,Other,60 - 69,Classified  Permanent
Female,White,Professionals,Professionals,DEPT OF ENVIRONMENTAL HEALTH,Natural Resources,60 - 69,Unclassified Extra Help
